rank,user,pagerank,betweenness,norm_indegree,in_degree,out_degree,composite,core_number,mean_sentiment,n_posts
290,hsny-dev,0.0010865633592174724,0.0,0.08695652173913043,2,0,0.02652158186542612,2,-0.7605333333333334,3
294,daher928,0.0010600368946662286,0.0,0.08695652173913043,2,0,0.02651097127960562,2,0.2001714285714286,7
296,dickreuter,0.0009884238540873672,7.651298487133936e-05,0.08695652173913043,2,1,0.02650527995883548,2,0.011550000000000005,4
298,maxwell60701,0.00104208046502469,0.0,0.08695652173913043,2,0,0.026503788707749006,2,-0.3162,3
299,edmcman,0.000903007914103422,0.00018534201304237487,0.08695652173913043,2,2,0.026503762291293212,2,0.13611666666666666,12
301,finboard-dev,0.0010372787018255575,0.0,0.08695652173913043,2,0,0.026501868002469352,2,-0.09349999999999999,3
302,DebajitKumarPhukan,0.0010372787018255575,0.0,0.08695652173913043,2,0,0.026501868002469352,2,-0.24319999999999997,4
303,pamelafox,0.001016374440689791,1.7821347407920663e-05,0.08695652173913043,2,1,0.02649885270223742,2,-0.1602,5
305,openSourcerer9000,0.0010284083975186057,0.0,0.08695652173913043,2,0,0.026498319880746572,2,-0.40327499999999994,4
315,desiorac,0.0009910418827711188,2.4949886371088927e-05,0.08695652173913043,2,4,0.026490858240758905,3,0.20045,16
316,lemassykoi,0.0010070234259743015,2.851415585267306e-06,0.08695652173913043,2,1,0.02649062131680443,2,0.0630888888888889,9
321,Shibayan003,0.0010006843699896031,0.0,0.08695652173913043,2,0,0.02648723026973497,2,-0.5795666666666667,3
322,ghost,0.0009258995484513971,9.124529872855379e-05,0.08695652173913043,2,1,0.026484689930738253,2,-0.24715555555555557,9
324,VarinThakur01,0.0009923283237059878,0.0,0.08695652173913043,2,0,0.026483887851221525,2,0.17413333333333333,3
329,cristianocca,0.0009867442985911727,0.0,0.08695652173913043,2,0,0.026481654241175597,2,0.20400000000000001,4
330,schmoasss,0.0009852709458901179,0.0,0.08695652173913043,2,0,0.026481064900095178,2,-0.5206333333333334,6
332,fede-kamel,0.0009410644627913358,3.516745888496344e-05,0.08695652173913043,2,3,0.026473932544521152,3,0.40947500000000003,8
335,azizbyahia,0.0009421146214995348,2.637559416372258e-05,0.08695652173913043,2,1,0.02647171504858806,2,0.5546666666666666,6
338,darktheorys,0.0008885613215946549,9.124529872855379e-05,0.08695652173913043,2,1,0.026469754639995558,2,0.4672,3
341,taylorvalton,0.0009531172923822457,0.0,0.08695652173913043,2,0,0.026468203438692026,2,-0.5359166666666667,12
